vin,reported_odometer,ecu_ecm,ecu_tcm,ecu_abs,ecu_airbag,ecu_cluster,engine_hours,max_variance,avg_speed,is_tampered
MA3ERLF3800009049,150423,150540,150546,150389,150621,150394,3991.92,232,37.68,0
MA3ERLF3800009050,15249,19833,19599,19631,15256,15249,599.11,4584,25.45,1
MA3ERLF3800009051,143504,143611,143461,143696,143669,143453,3583.66,243,40.04,0
MA3ERLF3800009052,165352,165505,165361,165215,165396,165303,3633.66,290,45.51,0
MA3ERLF3800009053,33776,63812,63867,63819,33808,33776,2007.78,30091,16.82,1
MA3ERLF3800009054,98944,126575,126395,99030,99078,98944,3582.91,27631,27.62,1
MA3ERLF3800009055,158243,158272,158277,158413,158411,158096,3238.23,317,48.87,0
MA3ERLF3800009056,23573,49172,49261,23569,23489,23573,1262.04,25772,18.68,1
MA3ERLF3800009057,86532,151877,151910,151855,151730,86532,4541.32,65378,19.05,1
MA3ERLF3800009058,91436,91553,91319,91496,91503,91399,1920.97,234,47.6,0
MA3ERLF3800009059,72806,72819,72795,72672,72816,72955,1548.66,283,47.01,0
MA3ERLF3800009060,81399,81352,81471,81251,81314,81478,2528.8,227,32.19,0
MA3ERLF3800009061,144896,144866,144829,144865,144780,144774,2686.25,92,53.94,0
MA3ERLF3800009062,71330,175435,175544,175429,71380,71330,5699.42,104214,12.52,1
MA3ERLF3800009063,117475,117536,117448,117486,117481,117372,3860.65,164,30.43,0
MA3ERLF3800009064,79353,79337,79546,79164,79192,79326,1630.72,382,48.66,0
MA3ERLF3800009065,64783,173496,173697,173608,173451,64783,3587.06,108914,18.06,1
MA3ERLF3800009066,73607,73776,73543,73777,73484,73449,2376.07,328,30.98,0
MA3ERLF3800009067,155860,155716,155739,156036,155687,156044,4735.75,357,32.91,0
MA3ERLF3800009068,108193,108281,108257,108019,108080,108247,1995.65,262,54.21,0
MA3ERLF3800009069,17715,26367,26381,17745,17585,17715,820.18,8796,21.6,1
MA3ERLF3800009070,106602,106726,106734,106628,106443,106402,2013.48,332,52.94,0
MA3ERLF3800009071,168075,168224,168274,168039,168094,168130,3620.09,235,46.43,0
MA3ERLF3800009072,175042,174861,175133,175076,175095,175211,5527.11,350,31.67,0
MA3ERLF3800009073,23884,51618,51749,51634,51552,23884,1064.46,27865,22.44,1
MA3ERLF3800009074,35155,35290,34972,34974,34972,35292,803.74,320,43.74,0
MA3ERLF3800009075,76649,76780,76606,76668,76479,76463,2034.43,317,37.68,0
MA3ERLF3800009076,84743,172325,172292,84708,84716,84743,3579.12,87617,23.68,1
MA3ERLF3800009077,60494,60607,60366,60610,60649,60544,1561.63,283,38.74,0
MA3ERLF3800009078,15020,29605,29592,29735,15169,15020,560.88,14715,26.78,1
MA3ERLF3800009079,27221,27349,27061,27386,27403,27333,897.1,342,30.34,0
MA3ERLF3800009080,30386,101929,101884,101974,30276,30386,2223.24,71698,13.67,1
MA3ERLF3800009081,161492,161322,161478,161611,161294,161506,4255.91,317,37.95,0
MA3ERLF3800009082,22388,22534,22459,22532,22331,22241,463.26,293,48.33,0
MA3ERLF3800009083,16405,44548,44629,44559,44451,16405,1259.6,28224,13.02,1
MA3ERLF3800009084,164558,164381,164582,164533,164561,164487,4701.66,201,35.0,0
MA3ERLF3800009085,17613,30807,30831,17558,17698,17613,590.57,13273,29.82,1
MA3ERLF3800009086,119846,119948,119768,119969,119675,119728,2759.23,294,43.43,0
MA3ERLF3800009087,91446,91592,91482,91416,91348,91499,2474.94,244,36.95,0
MA3ERLF3800009088,102580,102731,102731,102761,102537,102744,1981.86,224,51.76,0
MA3ERLF3800009089,135280,135419,135349,135105,135131,135476,2672.28,371,50.62,0
MA3ERLF3800009090,97821,97846,97738,98015,97648,97818,3093.81,367,31.62,0
MA3ERLF3800009091,24250,115787,115774,24236,24260,24250,2132.32,91551,11.37,1
MA3ERLF3800009092,19543,19651,19693,19493,19416,19464,563.46,277,34.68,0
MA3ERLF3800009093,177207,177019,177371,177373,177195,177140,5584.42,354,31.73,0
MA3ERLF3800009094,48029,48064,48216,48004,47908,48045,1041.22,308,46.13,0
MA3ERLF3800009095,61946,130480,130679,130553,130638,61946,3208.97,68733,19.3,1
MA3ERLF3800009096,43666,43651,43473,43516,43860,43671,1013.39,387,43.09,0
MA3ERLF3800009097,62777,62804,62680,62731,62896,62839,1517.53,216,41.37,0
MA3ERLF3800009098,141634,141779,141514,141560,141720,141811,2608.6,297,54.3,0
MA3ERLF3800009099,117286,117162,117402,117349,117455,117285,2784.33,293,42.12,0
MA3ERLF3800009100,109579,109611,109703,109397,109630,109611,3533.77,306,31.01,0
MA3ERLF3800009101,17565,38172,38216,38184,17493,17565,739.46,20723,23.75,1
MA3ERLF3800009102,32930,127612,127722,127521,127638,32930,2902.72,94792,11.34,1
MA3ERLF3800009103,43677,68881,68851,68815,43673,43677,1445.17,25208,30.22,1
MA3ERLF3800009104,57316,57363,57311,57165,57296,57168,1159.19,198,49.44,0
MA3ERLF3800009105,152765,152799,152604,152673,152858,152659,3188.59,254,47.91,0
MA3ERLF3800009106,16136,16180,16067,16275,16173,15950,457.92,325,35.24,0
MA3ERLF3800009107,170501,170667,170558,170645,170691,170547,3403.05,144,50.1,0
MA3ERLF3800009108,15229,15170,15221,15062,15087,15285,487.99,223,31.21,0
MA3ERLF3800009109,75551,147255,147425,75475,75401,75551,2717.34,72024,27.8,1
MA3ERLF3800009110,111310,111342,111167,111118,111312,111264,3617.89,224,30.77,0
MA3ERLF3800009111,22186,22372,22153,22248,22146,22102,521.29,270,42.56,0
MA3ERLF3800009112,109202,109046,109266,109069,109345,109311,3188.52,299,34.25,0
MA3ERLF3800009113,130717,130756,130826,130842,130540,130598,2941.31,302,44.44,0
MA3ERLF3800009114,93553,93629,93549,93600,93517,93365,1894.87,264,49.37,0
MA3ERLF3800009115,77259,77076,77301,77417,77072,77081,1594.03,345,48.47,0
MA3ERLF3800009116,162700,162848,162622,162609,162845,162712,3087.92,239,52.69,0
MA3ERLF3800009117,173110,173204,173275,173213,172919,173258,3191.54,356,54.24,0
MA3ERLF3800009118,27298,144829,145022,27293,27442,27298,4184.36,117729,6.52,1
MA3ERLF3800009119,19090,59006,58929,19045,19141,19090,1339.01,39961,14.26,1
MA3ERLF3800009120,29873,29736,29850,29762,29757,29744,587.67,114,50.83,0
MA3ERLF3800009121,62458,62269,62657,62576,62365,62504,1609.11,388,38.82,0
MA3ERLF3800009122,108537,149243,149223,149095,149238,108537,2921.54,40706,37.15,1
MA3ERLF3800009123,78569,143369,143593,78454,78606,78569,4044.21,65139,19.43,1
MA3ERLF3800009124,18384,39988,39997,40102,39901,18384,760.91,21718,24.16,1
MA3ERLF3800009125,22200,95332,95346,95342,22215,22200,3070.71,73146,7.23,1
MA3ERLF3800009126,17255,19082,19097,18848,19043,17255,597.11,1842,28.9,1
MA3ERLF3800009127,176376,176571,176370,176346,176290,176327,4904.19,281,35.96,0
MA3ERLF3800009128,140297,171290,171308,171175,171168,140297,3638.57,31011,38.56,1
MA3ERLF3800009129,81789,81939,81838,81706,81929,81837,1792.03,233,45.64,0
MA3ERLF3800009130,26743,96592,96568,96576,26819,26743,2459.5,69849,10.87,1
MA3ERLF3800009131,112798,112759,112786,112636,112982,112841,2155.07,346,52.34,0
MA3ERLF3800009132,93496,93590,93331,93474,93384,93684,2327.76,353,40.17,0
MA3ERLF3800009133,98207,98180,98107,98217,98325,98147,2861.63,218,34.32,0
MA3ERLF3800009134,40499,40567,40384,40443,40590,40344,1005.26,246,40.29,0
MA3ERLF3800009135,23654,158532,158452,158557,23720,23654,3564.19,134903,6.64,1
MA3ERLF3800009136,50410,50558,50584,50517,50484,50283,1162.36,301,43.37,0
MA3ERLF3800009137,41269,147173,147432,147209,147444,41269,4484.58,106175,9.2,1
MA3ERLF3800009138,66514,140920,140953,66487,66530,66514,3621.56,74466,18.37,1
MA3ERLF3800009139,146474,146464,146475,146620,146275,146402,2943.98,345,49.75,0
MA3ERLF3800009140,27461,27412,27374,27624,27356,27281,785.96,343,34.94,0
MA3ERLF3800009141,162908,162967,162814,162876,162958,162772,3540.98,195,46.01,0
MA3ERLF3800009142,96702,164177,164195,164259,96600,96702,3727.07,67659,25.95,1
MA3ERLF3800009143,62784,101937,101987,101920,102006,62784,2308.98,39222,27.19,1
MA3ERLF3800009144,62221,62326,62249,62307,62280,62208,1257.88,118,49.46,0
MA3ERLF3800009145,82011,82171,82026,81989,82040,81940,2042.7,231,40.15,0
MA3ERLF3800009146,18150,39396,39315,39349,18270,18150,853.41,21246,21.27,1
MA3ERLF3800009147,162811,162648,162975,162765,162793,162859,4005.46,327,40.65,0
MA3ERLF3800009148,160768,160910,160925,160917,160774,160955,4170.29,181,38.55,0
MA3ERLF3800009149,23023,22859,22823,23200,22885,23060,555.96,377,41.41,0
MA3ERLF3800009150,39760,39703,39822,39921,39814,39872,831.12,218,47.84,0
MA3ERLF3800009151,122058,121958,122208,122053,122222,121986,2753.89,264,44.32,0
MA3ERLF3800009152,65362,65382,65478,65174,65533,65248,2071.15,359,31.56,0
MA3ERLF3800009153,114141,179425,179596,179621,114198,114141,4113.01,65480,27.75,1
MA3ERLF3800009154,121273,121145,121196,121340,121074,121233,4040.09,266,30.02,0
MA3ERLF3800009155,147347,147169,147226,147318,147151,147163,3797.21,167,38.8,0
MA3ERLF3800009156,32181,32243,32017,32265,32370,32127,750.6,353,42.87,0
MA3ERLF3800009157,133368,133541,133431,133530,133493,133544,2838.5,113,46.99,0
MA3ERLF3800009158,28883,70770,70705,70707,28748,28883,1397.2,42022,20.67,1
MA3ERLF3800009159,162830,162962,162725,162844,162726,162792,4043.2,237,40.27,0
MA3ERLF3800009160,135923,136114,136117,135928,135953,135857,3297.13,260,41.22,0
MA3ERLF3800009161,81623,81435,81780,81429,81468,81494,1501.23,351,54.37,0
MA3ERLF3800009162,67289,67416,67367,67315,67403,67375,2108.92,101,31.91,0
MA3ERLF3800009163,113841,114004,113642,113681,113845,113651,2493.32,362,45.66,0
MA3ERLF3800009164,48385,48438,48483,48244,48506,48493,930.44,262,52.0,0
MA3ERLF3800009165,89245,118638,118467,118444,89378,89245,2381.17,29393,37.48,1
MA3ERLF3800009166,51599,117850,117851,117659,51572,51599,3581.6,66279,14.41,1
MA3ERLF3800009167,52507,52605,52424,52575,52584,52437,1232.36,181,42.61,0
MA3ERLF3800009168,69251,69396,69221,69069,69283,69157,1838.82,327,37.66,0
MA3ERLF3800009169,131008,130960,131127,131147,131035,131001,2815.96,187,46.52,0
MA3ERLF3800009170,95545,95499,95662,95456,95408,95500,2064.34,254,46.28,0
MA3ERLF3800009171,82577,154755,154926,154815,82568,82577,4181.76,72358,19.75,1
MA3ERLF3800009172,26746,54485,54424,26715,26744,26746,1005.46,27770,26.6,1
MA3ERLF3800009173,128957,128921,128957,128999,129035,128864,2907.9,171,44.35,0
MA3ERLF3800009174,153722,153760,153757,153588,153845,153820,3534.9,257,43.49,0
MA3ERLF3800009175,112784,112870,112787,112679,112678,112784,2985.38,192,37.78,0
MA3ERLF3800009176,17422,17626,17656,17294,17309,17422,359.35,362,48.48,1
MA3ERLF3800009177,23497,23689,23393,23482,23661,23318,755.3,371,31.11,0
MA3ERLF3800009178,94403,154455,154419,94540,94258,94403,3479.6,60197,27.13,1
MA3ERLF3800009179,17612,17450,17799,17506,17467,17518,333.13,349,52.87,0
MA3ERLF3800009180,125584,125463,125561,125460,125454,125688,3666.15,234,34.26,0
MA3ERLF3800009181,48139,48025,48133,48084,47959,48098,1525.85,174,31.55,0
MA3ERLF3800009182,24932,58476,58744,24783,25033,24932,1759.58,33961,14.17,1
MA3ERLF3800009183,153787,153732,153848,153631,153886,153875,5094.69,255,30.19,0
MA3ERLF3800009184,48543,48591,48380,48695,48622,48367,901.23,328,53.86,0
MA3ERLF3800009185,68018,67982,68134,67839,68066,68093,1444.77,295,47.08,0
MA3ERLF3800009186,151715,151522,151694,151591,151630,151654,4437.32,172,34.19,0
MA3ERLF3800009187,121868,122032,121752,121908,122015,121744,2631.65,288,46.31,0
MA3ERLF3800009188,32886,32693,32882,32864,32917,32922,785.51,229,41.87,0
MA3ERLF3800009189,82812,151999,151828,151908,151841,82812,3681.25,69187,22.5,1
MA3ERLF3800009190,111541,111499,111451,111655,111740,111606,2465.75,289,45.24,0
MA3ERLF3800009191,57808,57977,57988,57926,57673,57863,1105.81,315,52.28,0
MA3ERLF3800009192,78414,78574,78319,78224,78418,78424,2037.59,350,38.48,0
MA3ERLF3800009193,145782,145957,145883,145931,145882,145716,4743.5,241,30.73,0
MA3ERLF3800009194,23472,101623,101641,101500,101526,23472,1998.7,78169,11.74,1
MA3ERLF3800009195,49179,49100,49071,49287,49192,49365,1049.52,294,46.86,0
MA3ERLF3800009196,108024,107847,108203,107975,108214,108158,2088.26,367,51.73,0
MA3ERLF3800009197,138653,138798,138841,138570,138734,138741,2860.53,271,48.47,0
MA3ERLF3800009198,121015,120954,120877,121207,121026,120891,2951.67,330,41.0,0
MA3ERLF3800009199,77278,77332,77191,77401,77307,77474,2431.09,283,31.79,0
MA3ERLF3800009200,38290,38128,38273,38412,38146,38220,807.37,284,47.43,0
MA3ERLF3800009201,167801,167868,167690,167729,167993,167859,4334.43,303,38.71,0
MA3ERLF3800009202,162999,163075,163031,162817,163040,163066,4508.1,258,36.16,0
MA3ERLF3800009203,100479,100330,100659,100311,100589,100537,3085.2,348,32.57,0
MA3ERLF3800009204,23293,23117,23238,23385,23171,23209,425.22,268,54.78,0
MA3ERLF3800009205,23519,23699,23422,23572,23484,23401,516.38,298,45.55,0
MA3ERLF3800009206,56689,134615,134414,134420,134564,56689,2613.9,77926,21.69,1
MA3ERLF3800009207,19811,29358,29490,29518,19828,19811,802.84,9707,24.68,1
MA3ERLF3800009208,33625,33769,33804,33526,33771,33566,842.2,278,39.93,0
MA3ERLF3800009209,22550,22483,22461,22468,22592,22445,415.46,147,54.28,0
MA3ERLF3800009210,128079,127903,128260,128090,128014,128257,2947.81,357,43.45,0
MA3ERLF3800009211,138285,138098,138467,138275,138473,138279,2550.84,375,54.21,0
MA3ERLF3800009212,117997,118071,118019,118194,118176,117838,2787.45,356,42.33,0
MA3ERLF3800009213,37866,37711,38032,37791,38036,37774,1158.37,325,32.69,0
MA3ERLF3800009214,154263,154298,154128,154099,154222,154208,4135.72,199,37.3,0
MA3ERLF3800009215,85763,85769,85663,85905,85926,85827,2128.36,263,40.3,0
MA3ERLF3800009216,89285,89382,89411,89410,89377,89172,2402.78,239,37.16,0
MA3ERLF3800009217,16278,43401,43311,43217,16394,16278,1219.13,27123,13.35,1
MA3ERLF3800009218,59859,60040,60033,59916,59667,60030,1368.44,373,43.74,0
MA3ERLF3800009219,23669,99710,99772,23602,23653,23669,2896.55,76170,8.17,1
MA3ERLF3800009220,42409,42210,42402,42342,42555,42400,977.25,345,43.4,0
MA3ERLF3800009221,80913,80806,81058,81056,80937,80933,1520.37,252,53.22,0
MA3ERLF3800009222,167186,167238,167107,167281,167116,167309,4656.2,202,35.91,0
MA3ERLF3800009223,72778,72963,72839,72705,72595,72763,1860.97,368,39.11,0
MA3ERLF3800009224,61165,61249,61030,61041,61312,61045,1853.54,282,33.0,0
MA3ERLF3800009225,70446,70257,70500,70476,70401,70303,2152.62,243,32.73,0
MA3ERLF3800009226,44201,44064,44256,44012,44273,44341,1122.03,329,39.39,0
MA3ERLF3800009227,29457,69974,70007,29346,29438,29457,2201.65,40661,13.38,1
MA3ERLF3800009228,148540,148628,148525,148545,148599,148392,3813.54,236,38.95,0
MA3ERLF3800009229,65810,65705,66010,65716,65934,65727,1509.09,305,43.61,0
MA3ERLF3800009230,138742,138849,138887,138636,138854,138703,4619.69,251,30.03,0
MA3ERLF3800009231,174817,174933,174710,174753,174912,174685,3872.23,248,45.15,0
MA3ERLF3800009232,104625,104738,104474,104563,104628,104759,2142.64,285,48.83,0
MA3ERLF3800009233,119695,119609,119892,119629,119607,119826,2781.8,285,43.03,0
MA3ERLF3800009234,78954,78879,78910,79154,78845,78775,1620.71,379,48.72,0
MA3ERLF3800009235,42343,42434,42206,42511,42180,42354,773.1,331,54.77,0
MA3ERLF3800009236,41088,40978,40916,41074,41030,40907,764.76,167,53.73,0
MA3ERLF3800009237,48593,169750,169880,48685,48645,48593,4013.54,121287,12.11,1
MA3ERLF3800009238,99069,99202,99068,99179,99142,99183,2049.11,134,48.35,0
MA3ERLF3800009239,155021,154855,154948,155088,155027,155026,3011.43,233,51.48,0
MA3ERLF3800009240,23538,56450,56281,56528,23620,23538,1165.14,32990,20.2,1
MA3ERLF3800009241,25553,25654,25715,25599,25363,25532,702.36,352,36.38,0
MA3ERLF3800009242,44183,99265,99245,99195,99176,44183,2252.19,55082,19.62,1
MA3ERLF3800009243,66087,66282,65990,66229,66001,65974,1664.3,308,39.71,0
MA3ERLF3800009244,76691,103315,103250,103268,76557,76691,3289.02,26758,23.32,1
MA3ERLF3800009245,83515,83365,83422,83462,83333,83401,1923.03,129,43.43,0
MA3ERLF3800009246,16421,24286,24436,16489,16293,16421,738.99,8143,22.22,1
MA3ERLF3800009247,141883,142003,141808,141802,142075,141994,3196.77,273,44.38,0
MA3ERLF3800009248,16113,53756,53770,16055,16178,16113,1530.62,37715,10.53,1
MA3ERLF3800009249,48800,48687,48906,48778,48640,48987,1409.74,347,34.62,0
MA3ERLF3800009250,66607,160888,160861,160883,66607,66607,4475.47,94281,14.88,1
MA3ERLF3800009251,173866,174013,173913,173763,173924,174047,4547.96,284,38.23,0
MA3ERLF3800009252,88587,88594,88407,88759,88397,88761,2216.35,364,39.97,0
MA3ERLF3800009253,179569,179562,179644,179575,179714,179533,4573.67,181,39.26,0
MA3ERLF3800009254,48737,155070,155213,48645,48697,48737,3317.08,106568,14.69,1
MA3ERLF3800009255,94876,94688,94711,94737,94812,94758,2940.43,124,32.27,0
MA3ERLF3800009256,19829,172851,172814,173060,19746,19829,3690.97,153314,5.37,1
MA3ERLF3800009257,115116,150409,150498,115196,115069,115116,3564.51,35429,32.3,1
MA3ERLF3800009258,15638,20412,20382,20405,15772,15638,520.86,4774,30.02,1
MA3ERLF3800009259,33910,33824,33902,34089,33791,33820,1130.3,298,30.0,0
MA3ERLF3800009260,154964,154769,154890,155113,155153,154870,3845.95,384,40.29,0
MA3ERLF3800009261,42423,91044,91153,91226,42331,42423,2144.22,48895,19.78,1
MA3ERLF3800009262,156007,155841,156185,156137,155842,155922,2896.59,344,53.86,0
MA3ERLF3800009263,70370,70426,70260,70407,70332,70320,2299.53,166,30.6,0
MA3ERLF3800009264,23085,22931,22991,23264,22892,22935,544.56,372,42.39,0
MA3ERLF3800009265,137301,137233,137417,137307,137412,137320,3350.59,184,40.98,0
MA3ERLF3800009266,22980,158040,158049,158216,22956,22980,4451.69,135260,5.16,1
MA3ERLF3800009267,102534,102667,102591,102443,102645,102672,2107.94,229,48.64,0
MA3ERLF3800009268,30858,99410,99559,99314,30836,30858,2479.31,68723,12.45,1
MA3ERLF3800009269,34780,34874,34953,34777,34834,34690,1047.87,263,33.19,0
MA3ERLF3800009270,75479,110065,110119,110157,110327,75479,3567.01,34848,21.16,1
MA3ERLF3800009271,65144,128624,128680,65008,65281,65144,3675.46,63672,17.72,1
MA3ERLF3800009272,115794,173036,173101,115681,115843,115794,5454.81,57420,21.23,1
MA3ERLF3800009273,64931,64869,64837,64831,64839,64810,1437.54,59,45.17,0
MA3ERLF3800009274,173062,172959,173220,172943,173217,173204,4300.96,277,40.24,0
MA3ERLF3800009275,15332,16000,16029,15818,15453,15332,377.68,697,40.6,1
MA3ERLF3800009276,81719,81673,81823,81568,81625,81820,2022.19,255,40.41,0
MA3ERLF3800009277,153013,153213,153038,152920,153202,153030,3295.91,293,46.43,0
MA3ERLF3800009278,41808,110350,110219,41744,41831,41808,2052.73,68606,20.37,1
MA3ERLF3800009279,142653,142660,142665,142755,142810,142614,3136.31,196,45.48,0
MA3ERLF3800009280,25665,25786,25823,25807,25622,25805,841.63,201,30.49,0
MA3ERLF3800009281,80268,80449,80423,80464,80447,80266,2058.21,198,39.0,0
MA3ERLF3800009282,63041,62880,62849,62978,63016,63219,1693.33,370,37.23,0
MA3ERLF3800009283,148132,147946,147965,148034,148127,148248,2991.73,302,49.51,0
MA3ERLF3800009284,32471,70578,70619,70556,70721,32471,1797.99,38250,18.06,1
MA3ERLF3800009285,78336,78436,78334,78450,78240,78255,1486.39,210,52.7,0
MA3ERLF3800009286,90761,90776,90751,90597,90832,90904,1841.09,307,49.3,0
MA3ERLF3800009287,47402,47385,47453,47483,47479,47411,962.22,98,49.26,0
MA3ERLF3800009288,53611,93143,93030,53615,53743,53611,2544.71,39532,21.07,1
MA3ERLF3800009289,164057,164109,164137,164079,164155,163870,5357.18,285,30.62,0
MA3ERLF3800009290,172345,172298,172432,172368,172416,172497,3285.07,199,52.46,0
MA3ERLF3800009291,85124,85083,85074,85159,85286,85094,2123.61,212,40.08,0
MA3ERLF3800009292,46589,46412,46773,46391,46686,46606,1351.67,382,34.47,0
MA3ERLF3800009293,33192,33215,33201,33006,33121,33284,852.98,278,38.91,0
MA3ERLF3800009294,113850,114005,113683,113985,113975,113652,2828.77,353,40.25,0
MA3ERLF3800009295,86169,86188,86070,86157,86223,86007,1913.26,216,45.04,0
MA3ERLF3800009296,75886,115432,115396,115371,75832,75886,3528.85,39600,21.5,1
MA3ERLF3800009297,154394,154559,154404,154510,154520,154479,3232.54,155,47.76,0
MA3ERLF3800009298,161145,160959,161340,161200,161157,161169,3335.66,381,48.31,0
MA3ERLF3800009299,58010,57881,58037,57992,57879,57986,1432.18,158,40.5,0
MA3ERLF3800009300,83086,83275,82936,83013,83138,83074,2056.27,339,40.41,0
MA3ERLF3800009301,26091,56489,56482,56483,56628,26091,1678.77,30537,15.54,1
MA3ERLF3800009302,57359,57500,57316,57269,57290,57250,1182.46,250,48.51,0
MA3ERLF3800009303,158022,158092,158119,157978,157869,157888,2977.9,250,53.06,0
MA3ERLF3800009304,139927,139943,139879,140040,139872,139830,4081.4,210,34.28,0
MA3ERLF3800009305,174464,174600,174383,174571,174664,174512,4459.81,281,39.12,0
MA3ERLF3800009306,94169,94091,94107,94290,94034,94132,2084.9,256,45.17,0
MA3ERLF3800009307,83961,84097,84030,83830,83878,84012,2685.57,267,31.26,0
MA3ERLF3800009308,136676,136792,136585,136573,136518,136718,3694.89,274,36.99,0
MA3ERLF3800009309,119669,119785,119471,119732,119759,119867,2676.35,396,44.71,0
MA3ERLF3800009310,30778,30773,30778,30726,30926,30874,917.32,200,33.55,0
MA3ERLF3800009311,87723,87832,87651,87682,87888,87775,2205.21,237,39.78,0
MA3ERLF3800009312,103913,168494,168478,103791,103848,103913,5038.03,64703,20.63,1
